Comment,sentiment
"Can't do anything but love this guy, 20 years old just living his best life.",5 stars
10 outta fuckin 10 video boys,5 stars
Why am I crying… I don’t even know you people,1 star
Watched entire video without skipping anything  what a great dude to have around the Nelk boys,5 stars
Love this video,5 stars
One of the best nelk videos. It's impossible not to love Hasbulla he's a legend.,5 stars
"8:13 this makes me so uncomfortable. Also, so many instructors have gotten shot doing 8:25",1 star
great video!,5 stars
Hasbi is a legend and an amazing soul. So great seeing him have so much fun and receive so much love.,5 stars
Hasbulla is a fucking g ,1 star
TAKE ME TO USA PLEASE,1 star
I laughed ridiculously hard at hasbulla “flying” ,1 star
Frena frena frena🇵🇷,5 stars
Frena frena frena🇵🇷,5 stars
"Without even realizing, I have had a smile on my face throughout the entire video. Thanks Nelk boys.",5 stars
Help Hasbullah meet Elon Musk.,5 stars
Treating Hasby like a make a wish kid,5 stars
I haven’t smiled and laughed this hard in a long time. Thank you!,5 stars
Dude reminds me of Majin Buu,5 stars
One of your best boys. Just absolutely killing it and only getting better. Proud Canuck here.,5 stars
takes a pic and walks off lol,4 stars
I love it,5 stars
DUDE I LOVE HASBULLA. what joy he brings to this world,5 stars
hes scared of dogs lmfao,5 stars
Ahahah you all made it,5 stars
this made my day you guys gave him a good ass time thank you Nelk Boys,5 stars
Great video,5 stars
"I am really enjoying this video man. I used to miss the pranks, but it’s dope seeing you guys evolve and still put out quality content. Also, the sea world clip was definitely a full circle moment for Kyle",5 stars
Your scared of the sxs lol we do that every weekend for fun!,5 stars
Greatest video ever.,5 stars
"Kyle you can’t just unseen the comments, the people are asking for longer videos, less edited more raw. And to drop them sooner come on playa! Let’s goooo",1 star
"Really loved this episode, made my morning, straight up smiled all the way <3",5 stars
Hasboo ️,3 stars
Anyone know the name of the company that did all that fun stuff for them?,1 star
"This is the future of content. Genuine, hilarious people doing amazing things. Def glad pranks have gone by the wayside a bit. VLOG style is where it’s at.",5 stars
The soundtrack used to edit this ,4 stars
Bro gabe tryna get all the angles on et phone bruh whole vid,1 star
Hasbulla laugh is so amazing and contagious. Just love watching this dude in videos. Good job Nelk on showing him a good time his first time here.,5 stars
Legend,5 stars
Hell yeah I was there when the Nelk boys were at seaworld and my friend said what up to steiny,1 star
Probably the most wholesome video of all time. Was grinning the whole time,1 star
I’m guessing y’all are bringing daddy Yankee on the podcast next,1 star
"this video was honestly so much better than the rest with parties, drugs, alchohol and strippers, so wholesome",5 stars
Hasbulla is chucky in real life,5 stars
him wit the gun ,5 stars
Kyle is gonna be a great dad ,5 stars
33:05 wtf hasbulla ,1 star
Wait what!!! Death row happy dad collab…. Tell me more please,5 stars
This is my favorite YouTube video of all time.  You guys are awesome for helping make Hasbulla’s American experience so much fun! The filming and editing are also incredible!,5 stars
Oh gosh I'll say that was rly touched to me),3 stars
"Fellas are internationale now, let us frenchmen get into the betting too 🇨🇵",1 star
Been a while since a video made me so happy dude. This is my favorite video ever posted I was so into when it ended I was so upset it didn’t last forever . I love the boys I’m going through the hardest time of my life right now homeless living in my car with my dog and this video made me so happy I was able to get a good meal for me and my dog and we watched this in our parking spot and felt like I was at home ,5 stars
That monster truck is boss asf,5 stars
15:18 LMAOOOO,1 star
"Damn, you guys are the best. I am sure it was the best day of his life",5 stars
that second shirt almost looks identical to my steam profile lol,3 stars
Legendary,5 stars
great video thanks,5 stars
"Be careful, hasbula may punch one of those puppies.",3 stars
"Even before the part about Steiny being gay while he was drunk, I was already thinking Steiny is 110% deeper in the closet than the Christmas decorations. Especially when he was leaping in Gabes arm during the flamethrower part",2 stars
Hope you kept him away from cats lmao,5 stars
Great video,5 stars
Yoo so much love to the nelk boys for showing the real hasbulla to the world! Watching him play with the dolphin was sooo funny man ,5 stars
“Giving chucky a bigger knife,4 stars
бомбовый Хасбик,1 star
Its so cool to see his personality in this compared to their first interview. I feel like he was skeptical at first if they were just taking the piss but its ccol to see he warmed up to the boys.,4 stars
Get him on the show Joe Rogan,5 stars
Best Nelk vid ,5 stars
god i love to see them doing such nice things for such a gentle soul,5 stars
Steiny acting real SUS,4 stars
100% ,5 stars
I genuinely smiled ear to ear the whole video. Great content guys,5 stars
I wish hasbulla could live forever bro,5 stars
You can tell hasbulla genuinely enjoys hanging with the Nelk boys,5 stars
Don't take him to the zoo!,1 star
This didn’t age well,2 stars
"There needs to be a whole show on Hasbulla going around the world trying new experiences, build it into the channel maybe? since you guys have a good relationship. Its wholesome",3 stars
Where’s Salim been?,1 star
5:40 he says “put it on” to Dana,1 star
I feel like I know Hasbulla and I love him even more now  Thank you NELK Boys! WE LOVE YOU HASBULLA ,5 stars
"""Hasbulla is famous as *hit."" ",5 stars
Hasbulla,1 star
Jamas había visto alguien tan feliz  es bonito verlo feliz ,5 stars
Dang I though hasbulla less of a scary scat! Idk if imma fan now,3 stars
Nearly cried ha,1 star
"I've seen all NELK videos, and in the dolphin scene I got tears in my eyes, and I have never cried of a movie before. God bless you NELK",1 star
Best vlog,5 stars
bros a cutie patootie,4 stars
That was a such a well made video. Some of the best content I've ever seen,5 stars
"Full send. Pack your bags. It's time to go see the Tate Brothers now that they are out of jail and on house arrest!!! You know they're going to be stuck in the house doing podcasts and push-ups.. Be first boys!!! Be first!! Jump on the private jet with the whole crew and be first to get the scoop. Manager Drew he's probably drunk right now so he probably doesn't even know. Shitty Manager Drew!!!, you better get on your job bro and get these boys out to see the Tate Brothers and get all the stories and message you can while you can. The Tate's cannot come to the NelkBoys but y'all can go meet them!!! Y'all might be one of the only crews with big enough balls to get on the private jet and give it a shot. Can you imagine Full Send being the first ones to talk to the Tate Brothers??!!!",5 stars
Best video ever,5 stars
Steiny calling Hasbulla chucky is the funniest thing he’s ever said ,5 stars
,4 stars
Life can be fun if you have money,4 stars
Couldn't stop smiling throughout this whole video,5 stars
dont force hasbulla to do things he dosent like...,2 stars
hell yeah bro,1 star
Hasbulla and Kyle are what we've always needed. Hasbulla is like the kid from Pet Cemetery coming after Steiny ,5 stars
Мой уровень английского - Хасбик,5 stars
nice vid,4 stars
Nelk Boys are on their own level!!! This was one of the most entertaining videos I've seen in a while!!!,5 stars
i love nelk,5 stars
HASBULA CAME TO THE INLAND EMPIRE WE ON DA MAP,5 stars
Kyle and Bulla bromance is top tier,5 stars
18:54 ,1 star
,4 stars
what a joyful and sick video. love it! dolphin lady was down bad for Kyle,5 stars
33:07 ,3 stars
Should have done cats ,3 stars
ALL LOVE AND SO MUCH OF IT. these are the heroes we need,5 stars
Nobody talking about Husbullah hitting his cat? No? Ok,1 star
"bro really said "" hehehe mockey mous"" 25:40",1 star
At 15:08 I officially died inside  hasbulla flying wit “like a bird” playing was just too much 🥹 talk about some majestic shit,1 star
Lol u brought that cat puncher to the US,5 stars
So far very American-yyyy I like it.,4 stars
Kyle looked soo happy and they connect soo well like hasbulla is his son. He's gonna be a good dad one day! ,5 stars
Y’all brought him here and now he hitting cats,1 star
Hahaha the best video ever,5 stars
This is gonna be a certified CLASSIC!,5 stars
Steinys hat change from Lakers to full send,5 stars
Can someone translate the words ‘o oh shit’ in English for me ? Seems like he was saying that a lot. I just want to know what that means in Russian.,2 stars
I haven’t stopped smiling and laughing through out the whole video. And Hasbulla is officially hasbully now ,1 star
1:48 mmm delicious a Marlboro cookie,5 stars
It so funny how everyone thinks he a little kid,5 stars
Hasbulla is a legend. Crazy to see y’all evolve over the years good shit boys,5 stars
him fucking with stieny is so funnnny,5 stars
I pray anyone that sees this is successful in life,5 stars
Can't wait for this one!! Another epic one boys !!,5 stars
I want Hasbulla to punch his haters just for laugh ,1 star
Relax bro!,5 stars
thanks yall I'm ganna sit here on this screen for 3 days I can't wait,5 stars
Hasbi the Great :). Not a fan of guns thou.,2 stars
The Fact that Hasbullah makes someone cry makes him really Inspirational to us all tbh,5 stars
Lucky this video came out days before he beat up his cat ,5 stars
34:15 hasbulla said haram HAHAHAHA,1 star
"Not me sitting here all excited on this fine Friday afternoon, I've been waiting for the full video ",1 star
Пропиарен конечно сильно он !8_8,2 stars
He really had beef with Salomon boy lol,1 star
Hasbula cherping Stiney the whole time was so funny ,1 star
5:59 thank God you didn’t,1 star
best vid out thr,5 stars
I love this boy so much can Netflix please give him his own show ,5 stars
27:34 hasbulla realised its haram hahahaha,1 star
Hasbulah was cool.but I can't wait for SNOOP EPISODE,3 stars
"best part  24:10 it gets dark, hasbulla is scared and hugs kyle ",5 stars
quality gj bois,5 stars
Hasbulla is like that little cousin you can never be mad at.,5 stars
Damn. He was gonna fuck that truck up.,1 star
Hasbulla the GOAT,1 star
"Nelk is milking it out , with all these short clips of this video , and 3 day wait time ?",1 star
Say your sick now lads over the CAT VIDEO ,1 star
The best,5 stars
Bruhh y’all played me I set a whole alarm for 8pm and then shi says Mar 27 that’s crazy 🫤,1 star
you definitely should not of done cats ,1 star
в зоопарк его там сдайте,5 stars
Jesse wouldn’t let this slide.,1 star
Who clicked to give Hasbulla shit ,1 star
“ look at the African Americans “ I wonder what he was taught,4 stars
“Oh Sh*t!”,1 star
7;10 ,3 stars
Ayy Nelk y’all are amazing been watchin since you were stealing them soccerballs I really hope y’all rule the world one day,5 stars
Does anyone know what prank it was on the blonde dolphin lady?,1 star
I have that same gun ..mini 14,1 star
"Whoever reading this, I pray that whatever you’re going through gets better and whatever you’re struggling with or worrying about is going to be fine I wish you the best of what life has to offer.️",3 stars
"That kid behaves like a grown up, it's strange.",3 stars
We must protect this man at all costs,5 stars
34:34 Steiny hugs Hasbulla is so cute,5 stars
Thanks for this amazing experience boys!!!,5 stars
"""here there are african americans"" what ",1 star
Kyle is really only guy left in Nelk. Should just be full send and drop Nelk.,1 star
why was hesbulla wearing a bike helmet at the end when he was boarding his flight? is this for noise? protection ? or perhaps comfort? or maybe anti epstein device ?,1 star
Good shit,4 stars
3 days is crazy,5 stars
He is so funny.  i love Hasbulla ,5 stars
Why does my package take forever to get,5 stars
Yoooo nah that’s fucked up got us waiting 3 days man wtf,1 star
Sam Hyde right about this dude being a creep,5 stars
"9:44 bro try to look at the world from his perspective, he sees a bigass machine that he isnt even capable of holding with his hangs of course he's gonna be scared shitless",1 star
"Taking this long to upload is gonna be Nelks downfall if this becomes the new norm, including the podcast. I’ve already forgotten about yall…",2 stars
this might be video of the year,5 stars
i love america,5 stars
I fucking died when they just plopped Hasbulla in front of a 50 cal  @9:27,1 star
“Look here are African Americans”  acting like they are ,5 stars
Kyle just need a kid ngl,5 stars
This is gonna be a straight movie i swear,1 star
bring hasbulla to hooters,5 stars
America at its finest okay i resubscribe. I missed the videos,3 stars
"Hopefully, Nelk will start uploading their videos to Rumble too ",3 stars
I like it but steve gotta Come back,4 stars
RIP MACCCCCCC,1 star
Bro 3 days waiting time…,1 star
If you're smiling in this video is because Hasbullah is absorbing your youth. You will soon get wrinkles.,4 stars
,4 stars
"34:12  
LEAVE THEM ALONE…HARAM 
Hasbulla is a real TopG",1 star
"he said gambles LOL
instead of gabe",1 star
Kyle your pretty cool but you seem to wonder why he wants to goto bass pro shops but that's pretty cool that he wants to goto bass pro shops,4 stars
2 days? bro just run it!,1 star
"7:30 ""OHH SHIIIITT""",1 star
ay wee need more asap,3 stars
33:05 Hasbullah def said something else instead of African Americans ,1 star
Hasbulla got to see freedom,5 stars
take him to buckeys,1 star
3 days is way too much,1 star
Shoulda done cats  that aged well ffs,3 stars
Gambles after a send.,1 star
8:25 I swear the western music is hasbula laughing with auto tune ,1 star
Love the vid,5 stars
"YALL LIVE IN NEWPORT!?!? NO WAYYY, SOUTH OC LESGO",1 star
0:30 y’all selling out now,1 star
When hasbulla is a better heavy equipment operator than you ,3 stars
If this isn’t over a hour long i’m unsubing,1 star
"Elon Musk?
No, it’s not Elon Musk.

Hahaha",1 star
GOATS,4 stars
I have 2 subscribers..... LETS SEE WHAT THE FULL SEND COMMUNITY CAN DO.... RUN THEM NUMBERS UP BOYS,3 stars
@nelk boys matt @demolition ranch wants to meet hasbula  lol,5 stars
Kyle is more American then most Americans .. this statement is factual,1 star
"I just recently got completely out of debt. And It feels so great , as I’m involved in an investment where I make 34k biweekly... Being in debt is slavery ",1 star
Ayyyyyyy yoooooo chilllllll,1 star
Well this was horrible timing right before he posted a video of him abusing his cat lmao,1 star
25:12 ELON MUSK ?,1 star
,4 stars
Did they use a song from bench warmer's,2 stars
"I'm so opportuned irrespective of the economic crisis and financial conditions I am still able to earn $33,500 returns from my initial $6,500 every 10days.",1 star
Hasbulla it’s scared of dogs??,1 star
"Maybe try and keep him away from cats while he’s under your supervision , thanks",3 stars
Can someone post the sea world episode? 30:01,1 star
RIP Mac Miller,1 star
Bulla is the Man. please have him as a downloadable Player. in FORTNIGHT AND CALL OF DUTY..,5 stars
,4 stars
33:41 what song is this? it sounds familiar,5 stars
Nice,4 stars
Jackass the new version :D,5 stars
He took a jab ?,1 star
Hasbulla caveman fire bad,1 star
123 Bang Is What I Got Out Of The Whole Vid. ,5 stars
Hashtag Cue Cards,4 stars
Hasbulla is the man... he gets a little aggressive sometimes but mannn he's absolutely hilarious,4 stars
Dude why tf is gambles on this shit he’s a vibe killer,1 star
He for sure didn’t say “African Americans”,1 star
Your camera work needs to be much more steady.,3 stars
Hahaha hasbulla is a savage,5 stars
Hasbulla <3,3 stars
I really hate seeing dolphins and orcas in captivity :(,1 star
Hasbulla and the dolphin sound the same,1 star
Bro wearing the travis scotts in the dirt smh,1 star
to think we are about to nuke each other goes to show who the real enemy is,4 stars
What's the name of the Spanish song?,1 star
Spelled Hasbulla “Habulla” @ 1:51,1 star
God loves u have a great day,5 stars
"Never cower in a box
Be better!!",1 star
3:23 ,3 stars
hasbullah my goat he just had lil beef with da cat can happen to the best,5 stars
33:08 hashbulla so happy 2 see black people,5 stars
Relax bro,4 stars
Hasbulla don,1 star
I got so many ads watching this,5 stars
how some of the b rolls of steiny i thought it was hasbulla,2 stars
What’s with the death row hoodie with happy dad logo at the end?,1 star
Hope you're paying Hasbulla a percentage of the profits from the t-shirts sales using his image,1 star
"Don’t fuck with cats, Hasbulla",1 star
how about you ship my shirt been 2 weeks already and no confirmation shipping or nothing,1 star
i cant even lie this is great content.,5 stars
hasbulla is a coward sneaky,1 star
Where's the cat ?,1 star
It's so fucked up yall trying to make hasbulla shoot that big ass gun. He clearly was saying no so many times,1 star
W,5 stars
31:09,1 star
"If  Allah loves you, make all people loves you.that true.",5 stars
19:22,3 stars
21:27,1 star
What is the world coming to,5 stars
"I’m thinking the dark-haired one, Kyle?, Probably needs to start looking for a quality woman to be the mother of his child …. if he doesn’t already have one. He looks like he’s ready to be a dad and it seems like he would be a good dad.",3 stars
price ?,3 stars
My guy was shocked to see African Americans lmao,1 star
Hasbulla to Australia!!!,1 star
bros getting cancled,1 star
Feed him pork.,5 stars
Hasbulllaaaaa i love youuuuu,5 stars
Hasbulla sooo cute ,4 stars
Rip cat,1 star
Look here are African Americans wheeeeeeeew thank you! ,5 stars
Хасбик перйод удачи,4 stars
They didn’t show the part they beat stray cats to death,1 star
19:30,1 star
and then he got back home and tortured his cat...,1 star
wheres salim?,1 star
Why didn’t he hit the dogs on video also,1 star
This guy is only famous because he has the same size as my left hand,1 star
Damn where’s PETA?,1 star
I'm still trying to understand wtf is the hype behind Hasbula.... besides him beeing a goblin,3 stars
Hasbulla tortures cats!,5 stars
I’m going to like this because hasbulla told me to,5 stars
Hide your cats around this little bastard. Imagine punching an animal that is 80% your size. Little abuser’s gonna end up getting mauled by that little kittie if he keeps it up XD,1 star
that song with bells in the intro gots to GO... ,3 stars
Jelk fell off. Yeah I said jelk,1 star
Habsulla is a w,5 stars
Only Hasbulla could get into the US with a RUS passport during ww3 ,1 star
"Alright, this had to cop a thumbs up. Good shit guys.",3 stars
that good,5 stars
Nelk video quality has gone up but content quality is down for sure. Hence needing famous people now…,3 stars
how is it vintage bro lol,5 stars
Need more videos with HASBULLLAAAAAA !!!!,1 star
What’s the name of the shooting range they’re at ?,3 stars
5:59 nooo you def should not have. I mean I guess that's one way to fool the masses,1 star
let the hasbulla stay at home,5 stars
Disney workers kill the vibe all of the time ️,5 stars
Fuck I wish I had money,1 star
Where are his parents?,3 stars
ohh sheet 7:43,3 stars
song? 5:05,1 star
wo0t!,1 star
twisted little hasbulla likes to hurt cats. thought he was wholesome but i cant see him the same way,3 stars
Где то в хушете люди в непонятках),4 stars
don't fucking blame him with the flame thrower ,1 star
Cats cats cats,5 stars
Hasbulla beats cats,5 stars
The cat abuser ?? Wow ,1 star
SeaWorld instructor lowkey bad,1 star
Hail Mary,5 stars
1 2 3 BANG,1 star
I love hasbulla.,5 stars
Salam from Tajikistan,1 star
lol,3 stars
Everyone love our russian/dagestani brat. Hasbulla for President!,5 stars
free top g,5 stars
This was mad fun lol,5 stars
Shame the dude abuses things that are smaller than him. Like his cat.,1 star
3rd time watching this,5 stars
11:45 POV ,1 star
This GOBLIN IS CANCELLED,1 star
Hasbulla abuses his cat,1 star
Dropped just in time for the Hasbulla cat abuse video.. ,1 star
Hasbuuullaa,3 stars
Isn't that the little fella that beats cats though.,3 stars
I think Steiny might be gay,3 stars
Hasbulla said Haram its no good steiny its no good,1 star
My friend in a wheelchair didn’t get them the views so they don’t care,1 star
Haha this is ridiculous,1 star
Oh shit,1 star
This is weird and creepy.,5 stars
omg nelk is the reason habuha is alive so yall keep hating sufc,1 star
Hasbullah is such a gentleman,5 stars
seeing this grown man being treated like a child is cringe the dude is super super super overhyped and rated,1 star
Hasbulla is now cancelled for animal abuse. Good Job,4 stars
where salim?,1 star
Hasbulla,1 star
Hasbulla 4 president..,1 star
"Bad timing for you guys, da*n, and sounds like you invested at least a decent amount int him too, shi*’s crazy, you really never do know what’s gonna happen",1 star
bro i idk dude just lost sad i dont wanna be me,1 star
They were shooting guns from Fortnite,1 star
W video,5 stars
Little chucky,4 stars
Did he do mma with your animals cause I don’t plan on watching this whole video,1 star
Wtf would you mame a kid that.,1 star
Noo no squeezie!! Bad baby ohh what a bad baby,1 star
So do you boys even rep canada anymore?,1 star
"Imma puch hasbulla in the face the same way he did to that cat, thatd be so cool",5 stars
Steins is      ,5 stars
"I don’t think Hasbulla is as nice as media makes him seem.  Punching people, walking away from fans rudely, rushing people, the way he was approaching Mickey Mouse, and now the animal abuse ? Cool character but not a nice guy",2 stars
YO MIKE COMMENTED,5 stars
"Hasbulla should be careful, Mr. Putin might draft him for Ukraine hahah",1 star
Gay steiny!!!!! hahaha,1 star
How is this guy so famous?,5 stars
supper poggers man how much money are you gys making off his disability?,1 star
What part,5 stars
"6:04 ""cats are fast as hell"" as allegations of hasbulla hurting a cat have come up ",5 stars
Can’t be shooting my wrist is messed up,1 star
Nobody gonna mention him abusing his pet cat?????............. Fk Hasbulla. Said what I said,1 star
yeah... so big deal,5 stars
,4 stars
I just saw a video of hasbulla smacking his cat around ,1 star
I knew steiny was gay,2 stars
What about me ?,1 star
"He is scared of everything!!! Bet it sucks doing shit with him, video kinda sucked but you got my view!!!!",1 star
W Video,5 stars
"Fellas, help out a fan in desperate need of a house. Do not underestimate the dumb shit I will do to earn it",5 stars
"How about you guys do something really helpful and worthy and rescue HAZEBEEN’s cat before he really hurts her!!!
That behavior is just absolutely disturbing and he is just evil  
That’s exactly where all serial killers started out , hurting animals and people do not approve or will support that!!!!",1 star
bro a pus. i shot a deagle when i was 12,1 star
People who vote America Pt.2 w hasbulla ,1 star
I don’t see why people hate on steiny i love how he’s a little fucking weasel ,5 stars
"Bro need some masculinity, can’t even shoot no machine gun or flame thrower",1 star
Man wish I was a 45 year old midget,1 star
Hasbullah please don't beat on your cat again. ,1 star
W stieny this vid,5 stars
hes just a made wrong babby afraid everything,1 star
Хасбула перестань матерится брат это не красиво,2 stars
hasbulla is the coolest person ever,5 stars
I'm assuming him not liking dogs may be because he's Muslim,3 stars
Cats woulda been better yh,3 stars
i’m ngl hasbulla kinda pisses me off,1 star
"Who tf is this kid and why is he ""sooo popular""",5 stars
no place like USA,1 star
"When hasbulla messes with Steiny he cries for Gabe to help him ? Why not Kyle or anyone else same with the shooting, saying Gabe protecting you from the opps. Your gay bro we get it !!",1 star
Did ya'll beat the shit out of some cats together?,1 star
"No one realized the whole time this baby looking man is fully grown 
thats a grown man beating cats",1 star
Go to China plz,1 star
,4 stars
"Hasbulla abused his cat, never trusted the little guy....",1 star
"I love USA, God bless America.",5 stars
hasbulla should become a russian president,1 star
Lol steiny vs Hasbulla ,1 star
That little Muslim midget beating up kittens,1 star
Abuses harmless animals ,1 star
Can someone explain why this little dude is famous?  I do not understand the draw.,2 stars
Why is this guy so popular? Is it because he’s so small? Is he a novelty people will get bored of in a few months?,1 star
хазбик то живодёр,1 star
Disturbing video of Hasbulla surfaced this week of him punching his cat in the head.,1 star
"Black dude ruined the entire mood of the video at Disney Land, regardless of whether he's ""just joking""",1 star
He can’t touch dogs some Muslims want to stay away from them,1 star
We need more hasbulla,3 stars
Good thing you guys gave him puppies and not cats…,4 stars
I don’t get it. Who is that obnoxious laughing kid?,1 star
I don't even know you guys but im only watching because it has hasbulla,1 star
How can you support someone who abuse cats,5 stars
Oof,1 star
This little gremlin abused his cat we don’t care about him ,1 star
What is the hype with Hasbulla? The meme is played out,1 star
nothing matches hasbulla whistle,1 star
Didn’t he fuck up his cat lol,1 star
I don’t know how everyone likes this little dude.,3 stars
Hasbullahs... HA! HA! HA!... Could cure depression... Heck!... It sure does,3 stars
HARAM,1 star
cat abuser,1 star
"why would a 19 year old guy want to hang with puppies,      hes not a baby guys,     or is that what you are all into?",1 star
4 Year Old Kid Trying  To Be Something Hes Not,1 star
I hate hasbulla,1 star
The hell do we need women for?,1 star
Can we please all agree to fire Steiny. He’s so annoying and takes everything to far. He’s such a baby and doesn’t fit the Nelk expectation!,1 star
Yo,5 stars
Stop making this little R word famous.,5 stars
steiny is so cringey its sad,2 stars
There are no muslims that can place their right palm on the KJV and say these words once only in a calm coherent manner-> I refuse to spend eternity in hell.️,1 star
Him beating his cat. Was enough for me to stop being a fan.. you should never hit a domesticated animal,1 star
To bad he abuses animals,2 stars
He likes to torture his cat …,4 stars
Hasbula the cat abuser,1 star
Let’s be thankful they didn’t fill the room with kittens at least. Hasbulla would have killed them all.,1 star
"lol it is unhygenic to keep a dog in the house when of Muslim faith, they prefer cats, probably should have done a room full of kittens. The shoes were a lovely gesture though!!!",2 stars
Who cares,5 stars
Cat abuser,1 star
cat abuser,1 star
L,5 stars
we dont abuse animals in america,1 star
hgh blink,5 stars
It's weird seeing grown adults treat a 20 year old man like he's an toddler. Oh and he abuses animals too...,2 stars
Russian propaganda,1 star
I’m sorry but this is the lamest way to spend millions of dollars … it’s sad how unliberating and corporate everything has gotten….,1 star
hide your cats,1 star
I dont get this weird shit,1 star
To abuse cats?,1 star
"Guys give your life to Jesus Christ our lord and savior, read Romans 10 and have faith in the Lord , he died on the cross for our sins, please I urge you please .",5 stars
Why that cat abuser smh,1 star
Cat abuser,1 star
Hasbulla just beat up a cat and looked actually happy doing it. Smh stop giving this man praise,1 star
I love hasbulla but nelk comedy and pranks is just behind now,3 stars
X,5 stars
Lame,1 star
if you did cats he might have beat them,3 stars
An,4 stars
"Before someone mentions the Twitter cancelation,Its just a smack, chill tf out. It's the same as if someone disciplines a child. ACTUAL abuse is hitting the cat for NO reason at all and neglecting it as well",1 star
He abuses cats... SMH Nice job deleting my comment,4 stars
Cat abusing headass,1 star
God gambles sucks so much,1 star
He abuses his cat,1 star
"why dogs?
Muslims dont fuk with dogs
not cool to do that 
it's like making him eat a hot dog",2 stars
And then he goes and tortures a cat. Great guy ️,5 stars
Nobody cares,1 star
"When do we get to see Hasbulla cat you guys going to show what he was doing to the cat ?
Joke or not why post that stuff
Not first time can tell cat looked like it was waiting for more why it goes to bed and hides lol NELK",1 star
hasbulla ugly,1 star
this little shaitan mocks his cat and puts these videos on the internet!,5 stars
Not making an animal video with someone who got exposed for animal abuse….,1 star
Cat abuser,1 star
